category,date,time,title
News in Brief,3/12/20,11:00 AM,BP Executives Combat Negative Perceptions Of Fossil Fuel Companies By Putting Iceberg In Hotel Room With Murdered Prostitute
The Topical,3/11/20,3:02 PM,Son-Of-A-Bitch Mouse Solves Maze Researchers Spent Months Building
Local,3/11/20,1:23 PM,"‘I Can’t Wait To Dress Up As The Coronavirus For Halloween,’ Says Man Who Will Be Dead By May"
Politics,3/11/20,11:50 AM,Biden Extends Olive Branch To Biden Supporters
Politics,3/11/20,11:15 AM,Tulsi Gabbard Named Democratic Nominee After Discovery Of Obscure Rule That Grants Nomination To Whoever Wins 0.7% Of The Vote In Missouri
Local,3/11/20,10:58 AM,Girlfriend Making Playlist Of Bands You Might Like To Associate With Her Forever
News In Photos,3/11/20,9:22 AM,Dole Introduces New Voice-Activated Grapefruit
The Topical,3/10/20,3:14 PM,Is Bernie Sanders Too Old To Be The Next James Bond?
News in Brief,3/10/20,2:01 PM,Lucky Cruise Passengers Get Bunch Of Extra Days On Ship
Local,3/10/20,1:18 PM,Things Must Be Getting Pretty Serious For Girlfriend’s Dad To Gift Bottle Of BBQ Sauce
Local,3/10/20,11:45 AM,Insecure Man Worried Everyone At Gym Will Stare At His Perfectly Chiseled Body
Local,3/10/20,9:09 AM,Cashier Enlists Assistance Of Slightly More Competent Cashier
Politics,3/10/20,9:02 AM,"‘Vote Blue No Matter Who, Vote Blue No Matter Who,’ Chants Man Filling In Every Bubble On Democratic Primary Ballot"
News in Brief,3/9/20,5:18 PM,CDC Advises Americans To Protect Against Coronavirus By Piling Into This Here Tub For A Scrubbin’
News in Brief,3/9/20,3:55 PM,Pope Francis Urges Priests To Refrain From Molesting Children Over Coronavirus Fears
News in Brief,3/9/20,3:32 PM,New Study Finds Most Premature Births Occur After Fetus Smells Something Delicious Outside
The Topical,3/9/20,3:16 PM,Dow Rallies After It Turns Out Trader Who Jumped Out Window Was Merely Having Marital Problems
Local,3/9/20,12:11 PM,Woman’s Subconscious Not Sure How Much More Clearly It Can Communicate That Her Teeth Going To Fall Out Soon
Local,3/9/20,11:22 AM,Fact That Man Being Criticized Just Goes To Prove His Point
Politics,3/9/20,11:17 AM,Biden Gives Speech From South African Jail Cell Where He Still Imprisoned For Supporting Nelson Mandela
The Topical,3/6/20,3:31 PM,FAA Restricts Passenger Jets To Flying No More Than 15 Feet Above Ground
News in Brief,3/6/20,1:49 PM,Smithsonian Apologizes For Fraudulent ‘Treasures Of Obama’s Tomb’ Exhibit
Local,3/6/20,12:13 PM,Man Talking Big Game About Having Shroom Hookup Folds Almost Immediately Under Pressure
Politics,3/6/20,12:09 PM,Key Priorities For Trump’s Reelection Campaign
Local,3/6/20,8:34 AM,Man Who’s Really Excited To One Day Have Children Must Be Pedophile
Politics,3/5/20,3:12 PM,Biden Defends Past Inappropriate Touching Of Women As Symptom Of Stuttering Hands
The Topical,3/5/20,3:10 PM,CDC Warns Public Of Mutating Coronavirus
Politics,3/5/20,3:03 PM,Ruth Bader Ginsburg Flirting With 67-Year-Old Intern Again
News in Brief,3/5/20,2:35 PM,"‘We Have Coronavirus Under Control,’ Announces CDC Director As Nose Slowly Transforms Into Pangolin Snout"
Local,3/5/20,2:02 PM,Restaurant Expensive Enough That Menu Just Single Sheet Of Really Nice Paper
News in Brief,3/5/20,1:35 PM,Self-Congratulatory Civility Between Disagreeing Internet Commenters Honestly Worse Than Fight Would Have Been
Politics,3/5/20,12:44 PM,"Vindictive Amy Klobuchar Elected Mayor Of South Bend, Indiana"
Politics,3/5/20,12:02 PM,Biden Wondering Where All This Support Was When He Still Had Functioning Brain
OGN,3/5/20,10:53 AM,Amazing Collaboration: NASA Is Working With Nintendo To Learn How They Got The ‘?’ Blocks In ‘Mario’ Games To Float In The Air
The Topical,3/4/20,3:10 PM,Catholic Leaders Transfer Most Alluring Children To Another Church
Local,3/4/20,1:24 PM,Serial Killer Nostalgic For Bygone Days When He Could Still Get Excited By Something As Simple As Setting A Dog On Fire
Local,3/4/20,1:21 PM,Man Loses Control Of Stretch
Politics,3/4/20,1:17 PM,Sanders Supporter Urges Importance Of Listening To Minority Voices Just Not Specifically The Ones Who Handed Victory To Biden
Politics,3/4/20,12:13 PM,Frustrated Bloomberg Staffer Literally Just Aborted Fetus For This Job
Politics,3/4/20,12:01 PM,Biden Says Incredible Comeback Proves He Can Beat Progressive Democrat In A General Election
Local,3/4/20,8:47 AM,Elderly Woman Wheeling Oxygen Tank Takes Over Bus’ Priority Seating Like Most Feared Inmate On Prison Yard
Local,3/4/20,8:44 AM,Closet With The Luggage All Fucked Up
Local,3/4/20,8:31 AM,Woman Braces Self As Documentary Shows Sea Lions Happily Swimming Near Shoreline
OGN,3/3/20,4:23 PM,Amazing News Gamers: Everyone Is Having A Great Time Playing Video Games
The Topical,3/3/20,3:10 PM,White House Condemns 2020 Election As Partisan Witch Hunt
News in Brief,3/3/20,2:39 PM,Americans Urged To Stockpile Loved Ones Ahead Of Coronavirus Outbreaks
News in Brief,3/3/20,12:42 PM,"God Happens Upon Tribe Of Primitive, Sky-Worshipping Angels In Previously Uncontacted Region Of Heaven"
News in Brief,3/3/20,12:39 PM,Snack Industry Runs Out Of Ways To Escalate The Word ‘Cheese’
Politics,3/3/20,12:27 PM,Last-Minute Change To Super Tuesday Primary Rules Requires All 14 States To Vote At Same Polling Place
News in Brief,3/3/20,12:00 PM,Panicked WHO Officials Not Sure How To Respond After Coronavirus Brings 12 People Back To Life
Politics,3/3/20,11:24 AM,Biden Confident After Spending Super Tuesday Stumping Across Iowa
Local,3/3/20,9:39 AM,Baby Totally Strung Out On Attention
News in Brief,3/3/20,9:27 AM,New Neutrogena Deep Cleanse Just 130-Pound Chimp That Rips Your Face Off
News in Brief,3/2/20,3:40 PM,"Report: More Americans Opting To Cut Cord By Building, Launching Own Satellite Into Orbit"
The Topical,3/2/20,3:13 PM,DNC Commits To Younger-Looking Leadership With New Rejuvenating Skincare Routine
Local,3/2/20,1:47 PM,Man Commits To Being Overly Nice For Next 45 Minutes To Friend He Just Snapped At
Local,3/2/20,12:56 PM,Eukaryote Traumatized After Accidentally Witnessing Parent Cell Undergo Mitosis
Local,3/2/20,12:38 PM,Depressed Mom Can’t Even Enjoy Adult Son’s New Haircut
Politics,3/2/20,12:14 PM,"Buttigieg Drops Out Of Democratic Race After Slamming Own Plan To Be President As ‘Naive, Unrealistic Pipe Dream’"
News in Brief,3/2/20,9:00 AM,Olive Garden Unveils New All-You-Can-Eat Assisted Suicide Dinners For Terminally Ill Customers
Local,3/2/20,8:30 AM,Building Self-Conscious About Patch Of Discolored Bricks
Politics,3/2/20,8:00 AM,Damning New Footage Shows Sanders In 1980s Arguing Madonna Could Never Make Transition From Music To Film
News in Brief,3/2/20,7:00 AM,Study: Majority Of Americans Not Prepared For When Sun Engulfs Earth In 7.5 Billion Years
Local,3/2/20,6:00 AM,"Weighted Blanket Sure To Succeed Where CBD, Salt Lamp, Oil Diffuser, Acupressure Mat, Bath Bombs, And White Noise Machine Failed"
Politics,2/29/20,7:39 AM,Trump Claims Responsibility For Longest Black History Month In 4 Years
Sports,2/28/20,3:59 PM,Olympic Committee Announces Tokyo Games Will Still Go On As Planned Because True Athletes Embrace Every Obstacle That Comes Their Way
The Topical,2/28/20,3:24 PM,Pentagon Awards Oscar Mayer $102 Million Contract For New Military-Grade Hot Dog
Local,2/28/20,3:18 PM,Man Annoyed He No Longer Even Able To Go To Wuhan To Eat Bats Without Mom Freaking Out
Sports,2/28/20,2:53 PM,NFL Draft Prospect Sets Combine Record By Scrubbing Entire Social Media Presence In 17.64 Seconds
Politics,2/28/20,2:14 PM,"Warren Tells Supporters To Cut That Pinterest Shit Out, This Is Serious"
Politics,2/28/20,1:22 PM,Obama Kind Of Hurt No One’s Even Asked For His Endorsement
News In Photos,2/28/20,9:32 AM,"Authorities Arrest 15,000 At FugitiveCon 2020"
Local,2/28/20,9:20 AM,Child Doing Stations Of The Cross Reflects On Boredom Christ Must Have Felt During Crucifixion
Politics,2/27/20,4:03 PM,‘I’ll Show Those Pricks!’ Screams Mitt Romney Driving Busload Of Pregnant Women To Abortion Clinic After Being Disinvited To CPAC
Sports,2/27/20,3:57 PM,Professional Rodeo Cowboys Association Horrified To Learn Madison Bumgarner Risking Health As Baseball Pitcher
The Topical,2/27/20,3:33 PM,CBS Inks Deal For 30-Episode Bloomberg Ad
Politics,2/27/20,9:00 AM,"‘I Like This Candidate Now And Will Vote For Him,’ Says Area Man After Having To Watch 12th Bloomberg Ad In Single Day"
News In Photos,2/27/20,8:58 AM,"New, Inclusive Gerber Campaign Features First Adult Gerber Baby"
Sports,2/27/20,8:56 AM,Timberwolves Fire Clerk On Accounts Receivable Team In First Step Towards Turning Franchise Around
Local,2/27/20,8:53 AM,Man Doesn’t Mind Long Commute Because It Gives Him Extra Time To Listen To Voice In Head Saying He Can’t Keep Living Like This
Local,2/27/20,8:48 AM,"‘No, Stop, Please,’ Shouts Woman As Hands Uncontrollably Google All Of Boyfriend’s Exes"
Politics,2/26/20,6:05 PM,Candidates Struggle To Answer Question About Future Of Granite Countertops During HGTV Town Hall
News in Brief,2/26/20,5:36 PM,"‘No Way To Prevent This,’ Says Only Nation Where This Regularly Happens"
OGN,2/26/20,3:43 PM,Greatest Video Game Weapons Of All Time
The Topical,2/26/20,3:01 PM,CDC Warns Against Potential Health Risks Of Flavored Gun Barrels
Local,2/26/20,2:05 PM,Breaking: Mama!
News in Brief,2/26/20,1:30 PM,Iran’s Deputy Health Minister Announces He Has Coronavirus And Also Hemorrhoids But That’s A Separate Thing That He Will Deal With On His Own
Politics,2/26/20,1:00 PM,Sanders Supporter Sick Of Movement Being Defined By Small Number Of Toxic Members Like Him
Politics,2/26/20,12:24 PM,Trump Holds Diplomatic Ceremony To Formally Welcome Coronavirus To United States
Local,2/26/20,10:28 AM,Driver Enraged At Rider Who Threw Up In Ambulance
Local,2/26/20,10:20 AM,Neurosurgeon Feels Lucky He Was Able To Turn Hobby Into Career
Local,2/26/20,10:07 AM,"‘I’m Free, I’m Finally Free!’ Thinks Parent Before Realizing Lost Child Just Hiding Inside Clothes Rack"
Local,2/26/20,10:01 AM,Handwritten Sign Clarifies Flooded Urinal Covered In Garbage Bag ‘Out Of Order’
Politics,2/25/20,7:25 PM,Moderators Kick Off Debate By Asking Whether Bloomberg Ready To Get Shit Rocked Again
Politics,2/25/20,7:00 PM,Klobuchar Hoping To Distinguish Herself During Debate As Only Candidate Not Sucker Punched In Gut Moments Before Stepping On Stage
Politics,2/25/20,4:15 PM,Elena Kagan Worried She’s A Fraud After Being Only Female Justice Not Called Out By Trump
The Topical,2/25/20,3:11 PM,Yosemite On Lockdown After Bear Spotted In Park
Local,2/25/20,2:32 PM,Idiotic Squirrel With Acorn Runs Away From Man As If He Doesn’t Get To Eat All The Nuts He Wants
Local,2/25/20,11:37 AM,"Reform ‘Fifty Shades’ Reader Doesn’t Think Christian And Ana Literally Indulged In Bladder Control Fetish, But Derives Meaning From Story Nonetheless"
Local,2/25/20,9:00 AM,"Dead-Eyed Tattoo Artist Has Inked ‘Tomorrow Is Promised To No One’ 5,000 Times In Past Year"
News in Brief,2/25/20,8:00 AM,Nation’s Men Stunned To Realize Sexual Harassment Problem May Go As Far Back As 1990
News In Photos,2/25/20,7:00 AM,Jörmungandr Succumbs To First Recorded Case Of Human-To-God Coronavirus Transmission
News in Brief,2/25/20,6:00 AM,So-Called ‘Flash Sale’ May Have Been Strategized Weeks In Advance
News In Photos,2/25/20,5:30 AM,Outback Introduces New Bloomin’ Cow
Politics,2/24/20,3:35 PM,Trump In India Hails Blossoming Relations Between The 2 Planets
The Topical,2/24/20,3:03 PM,Federal Government Reinstitutes Practice Of Spanking Criminals As Punishment
Politics,2/24/20,2:36 PM,Embarrassed Heart Surgeon Admits He May Have Accidentally Left Sanders’ Medical Records In Candidate’s Chest
News In Photos,2/24/20,1:41 PM,"‘You Take These Cuffs Off Of Me And I’ll Make You A Star,’ Says Harvey Weinstein To Female Bailiff Escorting Him Out Of Courtroom"
News in Brief,2/24/20,12:05 PM,Desperate CDC Director Walks Down Hall Of Imprisoned Diseases For One-On-One Talk With Avian Flu About Stopping Coronavirus
News in Brief,2/24/20,8:15 AM,U.S. Unveils Plan For Rest Of World To Become Carbon-Neutral By 2030
News In Photos,2/24/20,8:07 AM,PETA Quietly Testing ‘Coronavirus Is A Living Thing’ Ad Spots In Few Small Markets
News in Brief,2/24/20,8:00 AM,Smithsonian Museum Celebrates Black Alternate History Month With Full-Scale Recreation Of W.E.B. Du Bois’ War Zeppelin
OGN,2/24/20,7:55 AM,Pathetic: This Gamer Who Got Shot 3 Times Went To A Hospital Instead Of Just Crouching Behind Cover For 10 Seconds
Local,2/24/20,7:52 AM,"Concerned Baby Starting To Worry Lethargic, Distant Mom Not Suffering From Postpartum Depression At All"
Politics,2/21/20,3:15 PM,"Trump Administration Rolls Back Hunting Regulations Forbidding Use Of Chokeholds, Eye Gouging On Birds"
Sports,2/21/20,3:08 PM,Pete Alonso Asks Teammates Whether They’d All Rather Sign Up For Volleyball This Year
The Topical,2/21/20,3:07 PM,Anti-Cyberbullying Campaign Encourages Kids To Get Out There And Do It In Person
Politics,2/21/20,1:03 PM,Experts Concerned Pale Russian Mystic Constantly At Trump’s Side May Attempt To Influence 2020 Election
News In Photos,2/21/20,8:29 AM,Everyone In Symphony Audience Has Finger Cocked Under Beer Can Tab For First Sign of Crescendo
OGN,2/21/20,8:17 AM,Disappointing: ‘The Last Of Us 2’ Has Received An M Rating Solely For A Scene Where Ellie Meets A Dog That Swears And Smokes Cigarettes
News in Brief,2/21/20,8:06 AM,"Passengers Aboard Coronavirus Cruise Ship Refusing To Leave After Forming Unlikely Friendships With Each Other That Transcend Nations, Languages"
The Topical,2/20/20,3:01 PM,God In Critical Condition
News in Brief,2/20/20,2:23 PM,Recently Concussed Americans March On Washington D.C. Demanding The Right To Sleep
Politics,2/20/20,1:47 PM,Biden Begging Donors To Stop Sending Money So He Can Quit Race
Politics,2/20/20,12:02 PM,"‘Four Quarts Make A Gallon. The Frontal Lobe Controls Decision Making. The Ottoman Empire Dissolved In 1922,” Says Amy Klobuchar, Continuing To Name Trivia Facts Hours After Debate Ends"
Politics,2/20/20,10:11 AM,Stephen Miller Spends Entire Honeymoon In Hotel Room Calling ICE On Cleaning Staff
Politics,2/19/20,9:17 PM,Increased Airtime Of Chantix Commercials Results In Ray Liotta Qualifying For Democratic Debate
Politics,2/19/20,8:50 PM,Chuck Todd Reminds Candidates That If They Want More Time To Speak There Are Melee Weapons Under Each Of Their Lecterns
Politics,2/19/20,8:23 PM,"‘I’ll Rule You Peasants With An Iron Fist,’ Says Bloomberg To Standing Ovation During DNC Debate"
Politics,2/19/20,7:56 PM,Last-Second DNC Rule Change Requires Candidates Spend At Least $300 Million Of Own Fortune To Make Debate Stage
The Topical,2/19/20,3:18 PM,Australian Officials Touting Bushfire As Huge Success
News In Photos,2/19/20,2:28 PM,Carnival Sinks Cruise Ship Rather Than Letting It Fall Into Coronavirus’ Clutches
Politics,2/19/20,12:52 PM,"‘I Love My Wife Marcia And 2 Beautiful Kids, Tad And Hayden,’ Says Buttigieg In Latest Campaign Shift"
Politics,2/19/20,12:13 PM,Rod Blagojevich Somehow Already Governor Of Illinois Again Minutes After Prison Release
News in Brief,2/19/20,10:12 AM,Thousands Of PETA Activists Descend On Hoover Headquarters To Protest Vacuum Cleaner That Spooked Dog
The Topical,2/18/20,3:13 PM,Pope Francis: ‘Nobody Out-Molests The Catholic Church’
News in Brief,2/18/20,2:18 PM,Report: Average Life Expectancy Increases To 18.2 Years For Americans Who Go Out Like Fucking Legends
News in Brief,2/18/20,12:53 PM,Boy Scouts Leadership Confident Organization Can Overcome Stigma Of Bankruptcy
OGN,2/18/20,12:27 PM,Shocking Lore: Nintendo Says Mario Always Talks About Being Italian Even Though He’s Only A Quarter And His Last Name Is Walsh
Local,2/18/20,12:05 PM,"Armed Teacher Rehearses Shooting Wall, Gunman, 3 Students During Active Shooter Drill"
News in Brief,2/18/20,11:20 AM,Overwhelmed Archaeologists Struggling To Keep Pace With Glut Of Early Humans Thawed Out By Climate Change
The Topical,2/17/20,3:00 PM,Tyson Foods Orders Trump To Cease And Desist
Local,2/17/20,8:30 AM,Waiter Asks If Couple Would Like To Pack Him Up In Little Box And Take Him Home For Later
News in Brief,2/17/20,8:00 AM,Experts Recommend Tuning Them Out And Just Trying To Enjoy Your Life
Local,2/17/20,7:00 AM,Man Who Didn’t Order Anything Online Still Checks Name On Package Just In Case Amazon Sent Him A Little Present
News in Brief,2/17/20,7:00 AM,Parenting Experts Reveal Forcing Child To Shoot Dying Pet Only Teaches Lesson About Mortality For First 5 Or So Times
News in Brief,2/17/20,6:30 AM,Pope Francis Attempts To Compromise On Rule-Change Proposals By Allowing Priests To Marry Him
The Topical,2/14/20,3:12 PM,Love Sounds With Martha Saunders: How I Learned To Love Valentine’s Day After A Nude Man In A Diaper Killed My Father With A Bow And Arrow
Politics,2/14/20,2:44 PM,Bloomberg Hires Thousands Of Canvassers To Stop Black Men On Street And Force Them To Hear Campaign Pitch
Politics,2/14/20,9:22 AM,A Guide To The USMCA Trade Deal
Politics,2/14/20,9:09 AM,Nevada Addresses Concerns About Election Security By Switching To Electronic Voters
News In Photos,2/14/20,9:06 AM,Mayo Clinic Offers Special Chocolate Heart Transplant For Valentine’s Day
News in Brief,2/14/20,9:03 AM,"Report Finds Average U.S. College Student Over $28,000 In Debt To Yakuza"
News in Brief,2/14/20,8:52 AM,God Announces Major Overhaul Of Procreation Process For 2021
Local,2/14/20,8:50 AM,Dad Unleashes Haunting Moan Of Satisfaction Upon Descending Into Hot Tub
Local,2/14/20,8:48 AM,Couple Takes Weekend Trip Outside City To Get Away From All The Arts And Culture
OGN,2/14/20,8:40 AM,The Most Unforgettable Video Game Levels Of All Time
The Topical,2/13/20,3:04 PM,Tinder Swipes Right On Big Changes
Politics,2/13/20,12:23 PM,Mike Bloomberg: ‘I Apologize For The Damages My Past Policies Have Caused To The Negro Community’
Local,2/13/20,11:08 AM,"‘You Should Put Your Name On The Karaoke List!’ Reports Greedy, Gluttonous Hunger For Strangers’ Approval"
Local,2/13/20,7:30 AM,Diagram Warning Child Could Drown In Bucket Much More Clear In Hindsight
OGN,2/13/20,7:00 AM,"Every Question We’ve Been Dying To Answer About The ‘Final Fantasy 7’ Remake, Plus A Few Things We’d Like To Know About What Happens After We Die"
Local,2/13/20,6:30 AM,Man Scrambling To Furnish Apartment Before Date Shows Up
Politics,2/13/20,6:00 AM,Pros And Cons Of Abolishing The Senate
News in Brief,2/12/20,3:35 PM,Resigned Nutritionists Now Recommend Eating 3 Servings A Day Of Mice Or Bark Or Whatever
The Topical,2/12/20,3:31 PM,FBI Warns Against American Dream Scam
Politics,2/12/20,2:10 PM,Takeaways From The New Hampshire Primaries
News in Brief,2/12/20,1:58 PM,Fox News Producer Knows His Work Formulaic But At Least It Helps People Escape Reality For Couple Hours
Politics,2/12/20,12:30 PM,Moderates Worry Klobuchar Splitting People-Who-Will-Vote-For-Anybody Vote
News In Photos,2/12/20,10:31 AM,Best In Show Poodle Tearfully Advocates For Joaquin Phoenix Rights During Speech At Westminster Dog Show
OGN,2/12/20,10:23 AM,Gaming Is Finally Growing Up: This Xbox One Is Wearing A Suit And Tie
Local,2/12/20,10:18 AM,Pregnant Woman Finally Knows Joy Of What It Feels Like To Be Big Fat Guy
Local,2/12/20,10:00 AM,Man Has Faint Inkling Of What Greeting Card With Picture Of Donkey On It Might Say Inside
Local,2/11/20,4:44 PM,Emergency Room Staff Assures Parents That Burger King Chicken Fries Will Pass Naturally Through Child’s System
The Topical,2/11/20,3:19 PM,Department Of Evil: ‘All Of You Must Die’
Sports,2/11/20,2:36 PM,Giannis Antetokounmpo To Take Off Next 3 Seasons With Standard European Paternity Leave
Politics,2/11/20,1:36 PM,Bloomberg Campaign Raises Visibility By Pumping $5 Million Into #BloombergIsRacist Hashtag
Politics,2/11/20,11:55 AM,Poll Finds Bloomberg Trailing Among Young Black Males He’s Already Thrown In Prison
Local,2/11/20,10:45 AM,Man Calms Down From Violent Rage After Seeing ‘Or Current Resident’ On Misaddressed Letter
News In Photos,2/11/20,7:30 AM,Army Guy Wears Glasses
Local,2/11/20,6:30 AM,Fertility Clinic Employee Asks Couple If They’d Like To Play With Sperm Out Back And Get To Know It Better
Politics,2/10/20,3:09 PM,"‘He’s A Cop,’ Say Bernie Backers, Withdrawing Support After Realizing Candidate Vying To Be Commander In Chief"
The Topical,2/10/20,3:08 PM,Oscars Ceremony Ruined
News in Brief,2/10/20,2:30 PM,Health Officials Warn It Is Impossible To Tell If American Cruise Ship Passengers Suffering From Coronavirus Or Just Like That
Local,2/10/20,1:13 PM,Man Crippled By Fear Of Failure As If It Hadn’t Already Happened
Politics,2/10/20,11:51 AM,Increasingly Unhinged Centrists Announce Plan To Round Up Nation Into Camps To Force Them To Engage In Meaningful Dialogue
News in Brief,2/10/20,9:19 AM,Study Finds Dating Apps Most Effective Way To Find Everyone Your Age Apparently Kayaking Now
Local,2/10/20,9:16 AM,Engineer Thinking Bridge For This One
Local,2/10/20,9:13 AM,Mom Still Seething Over Car That Blew Through Stop Sign 15 Years Ago
News in Brief,2/10/20,8:00 AM,Study Finds Leading Cause Of Childhood Obesity Witches Fattening Up Children To Be Eaten
Politics,2/7/20,3:12 PM,Timeline Of The Iowa Caucuses Debacle
Local,2/7/20,3:09 PM,Parkinson’s Gene Waiting To Switch On Until Everything Finally Falling Into Place For Local Man
The Topical,2/7/20,3:09 PM,A Shocking Scene Of Rebellion
Politics,2/7/20,1:29 PM,Buttigieg Touts Progress Connecting With Black Fortune 500 Executives
OGN,2/7/20,8:51 AM,Deal Alert: The Guards Protecting The Duke’s Prized Copy Of ‘Diddy Kong Racing’ Will Be Briefly Distracted During The Fireworks Display At His Upcoming Grand Ball
Politics,2/7/20,8:47 AM,‘He’s Got The Mulan Virus!’ Yells Don Jr. Attempting To Quarantine Eric By Duct Taping Garbage Bag Over Head
Politics,2/6/20,4:00 PM,Thai Fishermen Find Iowa Caucus Results In Stomach of Tiger Shark
The Topical,2/6/20,3:04 PM,Who Is The Mike Pence Whistleblower?
News in Brief,2/6/20,2:39 PM,Report: The Nation Has Healed And It’s Time To Rejoice!
Politics,2/6/20,1:46 PM,"Senate Republicans Say One Mistake Should Not Ruin The Life Of A Naive, Promising Young Man Like Trump"
Politics,2/6/20,12:33 PM,Trump Spends National Prayer Breakfast Attacking God For Allowing Impeachment To Ever Happen
OGN,2/6/20,11:27 AM,The Hardest Boss Battles Of All Time
Politics,2/6/20,11:18 AM,Sanders Makes Last-Minute Appeal To Moderates By Reminding Them All His Policies Would End Up Being Watered Down To Their Positions Anyway
News In Photos,2/6/20,9:16 AM,Chicago Adds 90-Story Stack Of Italian Beef To Skyline
Politics,2/5/20,3:39 PM,Both Parties Acting Exactly How Everyone Expected Them To Restore Nation’s Faith In Political Process
Politics,2/5/20,1:32 PM,"Rush Limbaugh Admits Presidential Medal Of Freedom Less Of An Honor Knowing That Rosa Parks, Maya Angelou Also Received It"
Sports,2/5/20,12:17 PM,Chiefs Fan Adjusting To New Life Of Solely Being Depressed About Life In Missouri
Sports,2/5/20,11:20 AM,Embarrassed Ben Simmons Retracts Criticism Of Sixers After Remembering He On Team
Local,2/5/20,10:25 AM,Billboard Super Judgmental Since Converting To Christianity
News in Brief,2/5/20,9:57 AM,Corporate Lawyer Achieves Career Masterpiece With McDonald’s Monopoly Contest Rules
Local,2/5/20,9:37 AM,Pedestrians Passing Each Other On Sidewalk Stop To Let Children Sniff Each Other
Politics,2/4/20,5:35 PM,Speeding Democratic Campaign Buses Run Over 173 Iowans In Mad Dash To Get Fuck Out Of State
Politics,2/4/20,2:09 PM,DNC Offers Startup $500 Million To Develop Pencil That Can Accurately Record Election Results
Politics,2/4/20,12:57 PM,DNC Blames Iowa Caucus Problems On Single Fuck-Up Senior Citizen Volunteer
News in Brief,2/4/20,11:43 AM,Report: Majority Of Americans Would Jump At Chance To Rip Off Shirt And Use It As Tourniquet
Politics,2/4/20,11:05 AM,Buttigieg: ‘My Record During My First Term As President Speaks For Itself’
Local,2/4/20,10:32 AM,Somebody In Mosh Pit All Sweaty
Politics,2/3/20,1:50 PM,DNC Mulls Asking Donald Trump To Run As Democrat In Effort To Stop Sanders
OGN,2/3/20,11:46 AM,"Move Over, Alan Moore: This Gaming Webcomic Is Now A Webcomic About Gaming And Fatherhood"
Local,2/3/20,11:26 AM,Baby Delighted By Grandfather Making Silly Faces During Stroke
Local,2/3/20,11:22 AM,Man Wastes Entire Life Chasing Unrealistic Pipe Dream Of Being Loved And Respected
Sports,2/3/20,11:06 AM,Andy Reid After Super Bowl Win: ‘I Can Now Die Of A Heart Attack In Peace’
Local,2/3/20,10:45 AM,Queen Reminds Worker Bees They Still Represent Colony Even When Away From Hive
Local,2/3/20,9:39 AM,Frustrated Tenant Only 5 Or 6 Days Away From Sending Gently Worded Email To Landlord
Sports,2/2/20,9:25 PM,Victorious Patrick Mahomes Thanks Bears For Drafting Mitchell Trubisky
Sports,2/2/20,8:05 PM,Mike Shanahan Storms Onto Super Bowl Field To Berate Ref For Bullshit Call Against His Boy
Sports,2/2/20,7:37 PM,"Adorable Super Bowl Encourages Fans To Adopt Abandoned, Stray Football Players"
Sports,2/2/20,7:10 PM,"‘She’s About My Age,’ Reports Mom Watching Halftime Show"
Sports,2/2/20,7:09 PM,Bored 49ers Fan Already Watched J. Lo Perform At Start-Up’s Holiday Party
Sports,2/2/20,6:28 PM,"Sammy Watkins Stops Running In Middle Of Route To Look Around, Soak In This Special Moment"
Sports,2/2/20,6:17 PM,FOX Adds Highlighted Line On Field Showing Women How Far Away They Should Stay From Tyreek Hill
Sports,2/2/20,5:53 PM,Nick Bosa Frustrated Some Guy Always Standing In Way When He’s Trying To Rush Pocket
Sports,2/2/20,5:21 PM,"‘I’m Just Here For The Commercials,’ Jokes Man At Super Bowl Party Too Embarrassed To Admit He Desperate For Any Human Company"
Sports,2/2/20,4:30 PM,Panicked Referee Trying To Retrieve Super Bowl Coin From Vending Machine Before Opening Toss
Sports,2/2/20,3:30 PM,Increased Security Requirements For Super Bowl Mandate All Fan Clothes Be Made From Transparent Plastic
The Topical,1/31/20,3:01 PM,Walmart Prevents Gun Violence At Walmart
Politics,1/31/20,2:17 PM,Report: Fighting Rising Tide Of Authoritarianism Sounds Like A Lot Of Work
News in Brief,1/31/20,11:55 AM,Frito-Lay Pledges Party-Size Bag Of Plain Potato Chips To Help Combat World Hunger
The Topical,1/30/20,3:01 PM,A Standstill In The Trial Of Harvey Weinstein
Politics,1/30/20,2:51 PM,"‘You’re A Piece Of Shit And I Hope Everyone Like You Dies,’ Says Biden To Democratic Voter In Stirring Call For Party Unity"
News in Brief,1/30/20,1:17 PM,Recently Unearthed Ancient Sumerian Cuneiform Tablet Depicts Earliest Known Observance Of Ladies’ Night
OGN,1/30/20,12:19 PM,Huh: There’s No Convention Or Anything In Town So This Guy Dressed Like Poliwhirl Must Just Dress Like This All The Time
The Topical,1/29/20,12:51 PM,A Coveted Endorsement In Iowa
News in Brief,1/29/20,12:51 PM,New Podcast From ‘The Onion’ Renders Eyeballs Obsolete
Politics,1/29/20,12:45 PM,The Onion’s Guide To The 2020 Democratic Candidates
Politics,1/29/20,12:14 PM,Kushner Promises Israel Plan Will Relocate All Palestinians To Generous Swath Of Mediterranean Sea
News in Brief,1/29/20,12:01 PM,Olive Garden Food Scientists Rapidly Running Out Of Foods To Scampi
Local,1/29/20,10:53 AM,‘USA!’ Chants Patriotic Man Envisioning 2-Mile Radius Of His Homogenized Suburb
